company_name_label,isin,label,symbol,company_name,promoter_total_pct,pct_IndividualsOrHinduUndividedFamily,num_IndividualsOrHinduUndividedFamily,pct_NonResidentIndividualsOrForeignIndividuals,num_NonResidentIndividualsOrForeignIndividuals,pct_DirectorsAndDirectorsRelatives,num_DirectorsAndDirectorsRelatives,pct_KeyManagerialPersonnel,num_KeyManagerialPersonnel,pct_RelativesOfPromotersOtherThanPromoterGroup,num_RelativesOfPromotersOtherThanPromoterGroup,pct_TrustsWhereAnyPersonBelongingToPromoterAndPromoterGroupIsisTrusteeOrBeneficiaryOrAuthorOfTrust,num_TrustsWhereAnyPersonBelongingToPromoterAndPromoterGroupIsisTrusteeOrBeneficiaryOrAuthorOfTrust,pct_CentralGovernmentOrPresidentOfIndia,num_CentralGovernmentOrPresidentOfIndia,pct_StateGovernmentsOrGovernors,num_StateGovernmentsOrGovernors,pct_ShareholdingByCompaniesOrBodiesCorporatewhereCentralOrStateGovernmentIsPromoter,num_ShareholdingByCompaniesOrBodiesCorporatewhereCentralOrStateGovernmentIsPromoter,pct_ForeignGovernment,num_ForeignGovernment,pct_CentralGovernmentOrStateGovernmentS,num_CentralGovernmentOrStateGovernmentS,pct_ForeignInstitutions,num_ForeignInstitutions,pct_ForeignPortfolioInvestor,num_ForeignPortfolioInvestor,pct_OtherForeignShareholders,num_OtherForeignShareholders,pct_OtherIndianShareholders,num_OtherIndianShareholders,pct_AssociateCompaniesOrSubsidiaries,num_AssociateCompaniesOrSubsidiaries,pct_BodiesCorporateIncludingSubsidiaries,num_BodiesCorporateIncludingSubsidiaries,pct_IndianFinancialInstitutionsOrBanks,num_IndianFinancialInstitutionsOrBanks,natural_pct_sum,natural_num_sum,govt_pct_sum,foreign_non_govt_pct_sum,hufi_num,hufi_pct
TATA STEEL LTD,INE081A01020,Professional,TATASTEEL,Tata Steel Limited,33.19,0.0,0.0,0.0,0.0,0.02,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.01,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.19,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,10.0,0.01,0.0,0.0,0.0
VOLTAS LTD,INE226A01021,Professional,VOLTAS,Voltas Limited,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDUSIND BANK LTD,INE095A01012,Owner,INDUSINDBK,IndusInd Bank Limited,15.82,0.0,0.0,0.0,0.0,0.01,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.82,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,8.0,0.0,15.82,0.0,0.0
TRENT LTD,INE849A01020,Professional,TRENT,Trent Limited,37.01,0.0,0.0,0.0,0.0,0.27,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.01,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,5.0,0.0,0.0,0.0,0.0
HEG LTD,INE545A01024,Owner,HEG,HEG Limited,56.28,0.01,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.98,2.0,30.28,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,8.0,0.0,25.98,4.0,0.01
GRAPHITE INDIA LTD,INE371A01025,Owner,GRAPHITE,Graphite India Limited,65.34,0.5,6.0,0.1,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,1.0,64.03,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,11.0,0.0,0.71,6.0,0.5
V.I.P. INDUSTRIES LTD,INE054A01027,Owner,VIPIND,VIP Industries Limited,42.35,0.79,3.0,0.16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9500000000000001,5.0,0.0,0.0,3.0,0.79
BAJAJ FINANCE LTD,INE296A01032,Owner,BAJFINANCE,Bajaj Finance Limited,54.7,0.14,9.0,0.0,1.0,0.03,5.0,0.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.56,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,17.0,0.0,0.0,9.0,0.14
GUJARAT NARMADA VALLEY FERT,INE113A01013,State,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESCORTS KUBOTA LTD,INE042A01014,Owner,ESCORTS,Escorts Kubota Limited,68.04,1.29,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.07,1.0,12.68,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,7.0,0.0,54.07,6.0,1.29
STERLITE TECHNOLOGIES LTD,INE089C01029,Owner,STLTECH,Sterlite Technologies Limited,44.44,0.57,7.0,0.0,0.0,0.01,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9,1.0,0.98,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,10.0,0.0,42.9,7.0,0.57
BIOCON LTD,INE376G01013,Owner,BIOCON,Biocon Limited,44.91,29.9,1.0,0.38,2.0,0.47,3.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.759999999999998,7.0,0.0,14.63,1.0,29.9
RAIN INDUSTRIES LTD,INE855B01025,Owner,RAIN,Rain Industries Limited,41.35,16.98,7.0,0.0,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.37,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.01,8.0,0.34,0.0,7.0,16.98
CAPRI GLOBAL CAPITAL LTD,INE180C01042,Owner,CGCL,Capri Global Capital Limited,59.92,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.92,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0
V-GUARD INDUSTRIES LTD,INE951I01027,Owner,VGUARD,V-Guard Industries Limited,53.28,39.38,4.0,0.0,0.0,0.82,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2,10.0,0.0,0.0,4.0,39.38
RADICO KHAITAN LTD,INE944F01028,Owner,RADICO,Radico Khaitan Limited,40.2,0.31,2.0,0.0,0.0,0.18,4.0,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,0.0,0.0,2.0,0.31
JK PAPER LTD,INE789E01012,Owner,JKPAPER,JK Paper Limited,52.94,1.95,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.99,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,12.0,0.0,0.0,12.0,1.95
MANAPPURAM FINANCE LTD,INE522D01027,Owner,MANAPPURAM,Manappuram Finance Limited,31.77,31.77,5.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.78,7.0,0.0,0.0,5.0,31.77
EDELWEISS FINANCIAL SERVICES,INE532F01054,Owner,EDELWEISS,Edelweiss Financial Services Limited,32.69,28.16,7.0,0.1,1.0,0.0,0.0,0.01,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.270000000000003,10.0,0.0,0.0,7.0,28.16
ADANI ENTERPRISES LTD,INE423A01024,Owner,ADANIENT,Adani Enterprises Limited,74.67,0.0,2.0,0.0,0.0,0.02,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.68,9.0,58.99,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,5.0,0.0,15.68,2.0,0.0
DEEPAK NITRITE LTD,INE288B01029,Owner,DEEPAKNTR,Deepak Nitrite Limited,49.33,17.23,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,17.23,11.0,0.0,0.0,8.0,17.23
KEI INDUSTRIES LTD,INE878B01027,Owner,KEI,KEI Industries Limited,35.0,17.13,3.0,0.0,0.0,0.37,2.0,0.05,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.87,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.55,11.0,0.0,0.0,3.0,17.13
SUNTECK REALTY LTD,INE805D01034,Owner,SUNTECK,Sunteck Realty Limited,63.3,1.6,4.0,0.0,0.0,0.01,2.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,7.0,0.0,0.0,4.0,1.6
MUTHOOT FINANCE LTD,INE414G01012,Owner,MUTHOOTFIN,Muthoot Finance Limited,73.35,73.35,12.0,0.0,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.36,13.0,0.0,0.0,12.0,73.35
BALKRISHNA INDUSTRIES LTD,INE787D01026,Owner,BALKRISIND,Balkrishna Industries Limited,58.29,33.09,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.21,7.0,0.0,0.0,0.0,0.0,0.0,0.0,33.09,6.0,0.0,0.0,6.0,33.09
AARTI INDUSTRIES LIMITED,INE769A01020,Owner,AARTIIND,Aarti Industries Limited,42.14,26.75,27.0,0.17,1.0,0.98,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.22,16.0,0.0,0.0,0.0,0.0,0.0,0.0,27.900000000000002,35.0,0.01,0.0,27.0,26.75
HINDALCO INDUSTRIES LTD,INE038A01020,Owner,HINDALCO,Hindalco Industries Limited,34.64,0.11,5.0,0.0,0.0,0.01,3.0,0.05,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.23,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,4.0,33.89,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16999999999999998,11.0,0.23,0.65,5.0,0.11
BOMBAY BURMAH TRADING CORP,INE050A01025,Owner,BBTC,The Bombay Burmah Trading Corporation Limited,74.05,0.04,2.0,10.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46,4.0,55.53,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.049999999999999,4.0,0.0,8.46,2.0,0.04
ASTRAL LTD,INE006I01046,Owner,ASTRAL,Astral Limited,54.22,39.13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.09,4.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13,2.0,0.0,0.0,2.0,39.13
AVENUE SUPERMARTS LTD,INE192R01011,Owner,DMART,Avenue Supermarts Limited,74.65,37.23,8.0,0.0,0.0,2.59,17.0,0.01,2.0,0.12,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.42,6.0,0.0,0.0,0.0,0.0,0.0,0.0,39.94999999999999,30.0,0.0,0.0,8.0,37.23
INDRAPRASTHA GAS LTD,INE203G01027,State,IGL,Indraprastha Gas Limited,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
DCM SHRIRAM LTD,INE499A01024,Owner,DCMSHRIRAM,DCM Shriram Limited,66.52,3.5,20.0,0.0,0.0,0.05,5.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,26.0,0.0,0.0,20.0,3.5
HONEYWELL AUTOMATION INDIA,INE671A01010,Mnc,HONAUT,Honeywell Automation India Limited,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
COROMANDEL INTERNATIONAL LTD,INE169A01031,Owner,COROMANDEL,Coromandel International Limited,56.86,0.45,20.0,0.0,1.0,0.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.41,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47000000000000003,23.0,0.0,0.0,20.0,0.45
HAVELLS INDIA LTD,INE176B01034,Owner,HAVELLS,Havells India Limited,59.38,0.0,0.0,0.0,0.0,0.25,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.38,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4.0,0.0,0.0,0.0,0.0
BATA INDIA LTD,INE176A01028,Mnc,BATAINDIA,Bata India Limited,50.16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,50.16,0.0,0.0
WHIRLPOOL OF INDIA LTD,INE716A01013,Mnc,WHIRLPOOL,Whirlpool of India Limited,39.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.76,0.0,0.0
ATUL LTD,INE100A01010,Owner,ATUL,Atul Limited,45.22,2.52,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,17.0,0.0,0.0,15.0,2.52
HINDUSTAN UNILEVER LTD,INE030A01027,Mnc,HINDUNILVR,Hindustan Unilever Limited,61.9,0.0,0.0,0.0,0.0,0.01,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.0,0.0,61.9,0.0,0.0
BRITANNIA INDUSTRIES LTD,INE216A01030,Owner,BRITANNIA,Britannia Industries Limited,50.55,0.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.54,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.0,0.0,50.54,1.0,0.01
DCB BANK LTD,INE503A01015,Professional,DCBBANK,DCB Bank Limited,16.24,0.0,0.0,0.0,0.0,0.16,4.0,0.01,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.48,1.0,0.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,6.0,0.0,15.48,0.0,0.0
MPHASIS LTD,INE356A01018,Professional,MPHASIS,MphasiS Limited,30.59,0.0,0.0,0.0,0.0,0.21,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,2.0,0.0,30.59,0.0,0.0
L&T TECHNOLOGY SERVICES LTD,INE010V01017,Professional,LTTS,L&T Technology Services Limited,73.58,0.0,0.0,0.0,0.0,0.47,4.0,0.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,6.0,0.0,0.0,0.0,0.0
PIDILITE INDUSTRIES LTD,INE318A01026,Owner,PIDILITIND,Pidilite Industries Limited,69.33,14.81,30.0,1.07,2.0,0.16,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.44,20.0,0.0,0.0,0.0,0.0,0.0,0.0,16.04,41.0,0.0,0.0,30.0,14.81
MOTILAL OSWAL FINANCIAL SERV,INE338I01027,Owner,MOTILALOFS,Motilal Oswal Financial Services Limited,67.62,23.39,2.0,0.0,0.0,6.49,3.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.23,22.0,0.0,0.0,0.0,0.0,0.0,0.0,29.96,7.0,0.0,0.0,2.0,23.39
PVR INOX LTD,INE191H01014,Owner,PVRINOX,PVR INOX Limited,27.53,11.24,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.29,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.24,7.0,0.0,0.0,7.0,11.24
TVS MOTOR CO LTD,INE494B01023,Owner,TVSMOTOR,TVS Motor Company Limited,50.27,0.01,1.0,0.0,0.0,0.05,3.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,5.0,0.0,0.0,1.0,0.01
CHOLAMANDALAM INVESTMENT AND,INE121A01024,Owner,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,49.72,0.85,30.0,0.0,1.0,0.03,3.0,0.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.87,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,36.0,0.0,0.0,30.0,0.85
MAHINDRA & MAHINDRA FIN SECS,INE774D01024,Owner,M&MFIN,Mahindra & Mahindra Financial Services Limited,52.49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
GODREJ PROPERTIES LTD,INE484J01027,Owner,GODREJPROP,Godrej Properties Limited,47.17,0.0,4.0,0.0,0.0,0.0,1.0,0.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.17,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,7.0,0.0,0.0,4.0,0.0
KEC INTERNATIONAL LTD,INE389H01022,Owner,KEC,KEC International Limited,50.1,1.91,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.19,12.0,0.44,1.0,0.0,0.0,0.0,0.0,1.91,12.0,0.0,0.0,11.0,1.91
HINDUSTAN ZINC LTD,INE267A01025,Owner,HINDZINC,Hindustan Zinc Limited,61.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.92,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.92,0.0,0.0,0.0
NESTLE INDIA LTD,INE239A01024,Mnc,NESTLEIND,Nestle India Limited,62.76,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.76,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,62.76,0.0,0.0
PAGE INDUSTRIES LTD,INE761H01022,Owner,PAGEIND,Page Industries Limited,42.89,0.0,0.0,42.89,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.89,11.0,0.0,0.0,0.0,0.0
GODREJ CONSUMER PRODUCTS LTD,INE102D01028,Owner,GODREJCP,Godrej Consumer Products Limited,53.05,0.55,9.0,0.0,0.0,0.04,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.51,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5900000000000001,11.0,0.0,0.0,9.0,0.55
EXIDE INDUSTRIES LTD,INE302A01020,Owner,EXIDEIND,Exide Industries Limited,45.99,0.0,0.0,45.99,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.99,2.0,0.0,0.0,0.0,0.0
3M INDIA LTD,INE470A01017,Mnc,3MINDIA,3M India Limited,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,0.0,0.0
KANSAI NEROLAC PAINTS LTD,INE531A01024,Mnc,KANSAINER,Kansai Nerolac Paints Limited,74.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.98,0.0,0.0
VARUN BEVERAGES LTD,INE200M01039,Owner,VBL,Varun Beverages Limited,59.44,34.15,10.0,0.0,0.0,0.21,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.28,4.0,0.0,0.0,0.0,0.0,0.0,0.0,34.36,14.0,0.0,0.0,10.0,34.15
MAHANAGAR GAS LTD,INE002S01010,State,MGL,Mahanagar Gas Limited,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
