symbol,company_name,isin,owner_flag,owner_flag_final,owner_flag_final_hybrid,yaml_classification,yaml_matched_detail,judge,in_rev1,rev1_category,rev1_company_name,promoter_total_pct,natural_pct_sum,hufi_pct,dir_pct,kmp_pct,rel_pct,trust_pct,other_indian_pct,other_foreign_pct,foreign_non_govt_pct,govt_pct,ai_review_needed,owner_flag_ai,ai_confidence,ai_reasoning,promoter_names_full_list
ANGELONE,Angel One Limited,INE732I01021,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,ANGEL ONE LTD,28.87,22.29,22.19,0.04,0.06,0.0,0.0,6.68,0.0,0.0,0.0,False,,,,Nirwan Monetary Services Pvt Ltd|Jack & Jill Apparel Private Limited|Dartstock Broking Private Limited|DA Lady Apparels Private Limited|Vinay Thakkar|Vijay Thakkar|Tarachand Daryanumal Thakker|Shobraj Thakkar|Meena Thakkar|Mahesh Daryanumal Thakkar|Kanta Dinesh Thakkar|Dinesh Dariyanumal Thakkar|Dinesh D Thakkar Huf|Chandru Thakkar|Bhavesh Thakkar|Bhagwani Tarachand Thakkar|Ashok Daryanimal Thakkar
ANURAS,Anupam Rasayan India Limited,INE930P01018,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,ANUPAM RASAYAN INDIA LTD,59.07,20.97,20.93,0.01,0.03,0.0,0.0,6.34,31.8,31.8,0.0,False,,,,Rehash Industrial And Resins Chemicals Pvt Ltd|Kiran Pallavi Investments LLC|Ushma Deven Mehta|Shraddha Anand Desai|Panna Divyesh Vaidya|Mona Anandbhai Desai|Meenaben Bharatbhai Desai|Gaurav Ramsarup Khurana HUF (Karta of HUF is Gaurav Ramsarup Khurana)|Anand Sureshbhai Desai
APARINDS,Apar Industries Limited,INE372A01015,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,APAR INDUSTRIES LTD,57.77,46.09,46.09,0.0,0.0,0.0,0.0,11.68,0.0,0.0,0.0,False,,,,"Srinivas Balajee Enterprise|Nadiad Innvotek Foundation|Maithili Trusteeship Services Private Limited|Maithili N Desai Family Private Trust No 2 - Trustee Maithili Trusteeship Services Private Limited|Maithili N Desai Family Private Trust - Trustee Mr. K. N. Desai and Mr. C. N. Desai|Kushal N Desai Family Private Trust - Trustee K N Desai,  C N. Desai and N K Desai|Krishna Balaram Enterprise|Haribol Food Private Limited|Chaitanya N Desai Family Private Trust - Trustee C N Desai, K N. Desai and J C Desai|APAR Corporation Private Limited|Vineeta Srivastava|Rishabh Kushal Desai|Rana Biswas|Noopur Kushal Desai|Nitika Chaitanya Desai|Maithili N. Desai|Kushal N Desai|Jinisha C. Desai|Hina Kothari|Hansa Mehta|Gaurangi Yuvraj Mehra|Devharsh Chaitanya Desai|Chetan Mehta|Chaitanya N Desai"
APLAPOLLO,APL Apollo Tubes Limited,INE702C01027,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,APL APOLLO TUBES LTD,28.27,1.68,1.67,0.01,0.0,0.0,0.0,26.6,0.0,0.0,0.0,False,,,,S GUPTA HOLDING PRIVATE LIMITED|VEERA GUPTA|SANJAY GUPTA|ROHAN GUPTA|RAHUL GUPTA|ASHOK KUMAR GUPTA
APOLLOHOSP,Apollo Hospitals Enterprise Limited,INE437A01024,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,APOLLO HOSPITALS ENTERPRISE,28.02,9.03,9.03,0.0,0.0,0.0,0.0,18.99,0.0,0.0,0.23,False,,,,M/s. PPN Power Generating Company Private Ltd|M/s. PCR Investments Ltd|M/s. Obul Reddy Investments Pvt Ltd|M/s. Indian Hospitals Corporation Ltd|Ms. Upasana Konidela|Ms. Suneeta Reddy|Ms. Sucharitha P Reddy|Ms. Sindoori Reddy|Ms. Shobana Kamineni|Ms. Sangita Reddy|Ms. Preetha Reddy|Ms. Anuspala Kamineni|Mr. Vijay Kumar Reddy|Mr. Puansh Kamineni|Mr. Konda Vishwajit Reddy|Mr. Konda Viraj Madhav Reddy|Mr. Karthik Anand|Mr. K Vishweshwar Reddy|Mr. Harshad Reddy|Mr. Dwaraknath Reddy|Mr. Aditya Reddy|Mr.  Konda Anindith Reddy|Mr.  Anil Kamineni|Dr. Prathap C Reddy
APOLLOPIPE,Apollo Pipes Limited,INE126J01016,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,APOLLO PIPES LTD,51.72,53.02,51.72,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,Arun Agarwal|Sanjay Gupta|Sameer Gupta|S Gupta Holding Private Limited|Meenakshi Gupta|Dhruv Gupta
APTUS,Aptus Value Housing Finance India Limited,INE852O01025,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,APTUS VALUE HOUSING FINANCE,23.87,23.97,22.83,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,ANUDEEP TRUSTEESHIP PRIVATE LIMITED- Trust II|ANUDEEP TRUSTEESHIP PRIVATE LIMITED - Trust IV|ANUDEEP TRUSTEESHIP PRIVATE LIMITED - Trust III|ANUDEEP TRUSTEESHIP PRIVATE LIMITED - Trust I|ANU ANAND RAVILLA|SUMAN BOLLINA|RAVILLA DEEPTHI ANAND|RAJINIKANTH PATTABIRAMAN|PADMA  ANANDAN|MUNUSWAMY ANANDAN
ARVIND,Arvind Limited,INE034A01011,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,ARVIND LTD,39.53,0.19,0.01,0.16,0.02,0.0,0.0,39.52,0.0,0.0,0.0,False,,,,The Anup Engineering Limited (Formerly known as Anveshan Heavy Engineering Limited)|Swati Siddharth Lalbhai (Trustee of Siddharth Family Trust)|Style Audit LLP|Sanjaybhai Shrenikbhai Lalbhai (As a Reprentative trustee of Discretionary Trust)|Rudolf Atul Chemicals Limited|Lalbhai Realty Finance Private Limited|Kastur Bhai Lalbhai Museum (India) Private Limited (formerly known as Shruti Trade Link Pvt Ltd)|J P Trunkshow LLP|Aura Weaving Private Limited|Aura Securities Pvt Ltd|Aura Securities Private Limited|Aura Merchandise Private Limited|Aura Business Ventures LLP|Aura Business Enterprise Pvt Ltd|Atul Limited|Atul Finserv Limited (Formerly known as Ameer Trading Corporation Limited)|Atul Bioscience Limited|Arvind SmartSpaces Limited|Arvind Fashions Limited|Aroh Enterprise Private Limited (Formerly known as White Ocean Smartspace Private Limited)|Anusandhan Investments Limited|Anukul Investments Private Limited|Anchor Adhesives Private Limited|Amplus Capital Advisors Pvt. Ltd.|Amal Limited|Akshita Holdings Private Limited|Advait Merchandise Private Limited (Formerly known as Advait Merchandise Limited)|Adhvesh Weaving Private Limited|Adhinami Investments Private Limited|Aayojan Resources Private Ltd|Aagam Holdings Private Limited|Aagam Agencies Private Limited (Formerly known as Adhigam Investments Pvt. Ltd.)|Vimlaben S Lalbhai|Taral S  Lalbhai|Swati S  Lalbhai|Sunil Siddharth Lalbhai|Sunil  Siddharth|Sanjaybhai Shrenikbhai Lalbhai|Ruhani Punit Lalbhai|Punit Sanjaybhai Lalbhai|Poorva Punitbhai Lalbhai|Kulin S Lalbhai|Kalpana Shripal Morakhia|Jayshreeben Sanjaybhai Lalbhai|Jaina Kulin Lalbhai|Ishaan Punit Lalbhai|Astha Lalbhai|Ananyaa Kulin Lalbhai
ASHAPURMIN,Ashapura Minechem Limited,INE348A01023,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,ASHAPURA MINECHEM LTD,47.88,29.91,29.91,0.0,0.0,0.0,0.0,17.97,0.0,0.0,0.0,False,,,,Saswan Minerals And Chemicals Pvt.Ltd.|Minotech Resources LLP|Minoraj Logistics LLP|Minerva Management Consul-Tech Private Limited|Maxim Global Resources Private Limited|Manico Resources Private Limited|Manico Minerals International Private Limited|Mahagujarat Chamunda Cements Company Private Limited|Indiamco Infrastructure And Real Estate Private Limited|Hemprabha Trading Co Pvt Ltd|Gurbarga Trading Co Pvt Ltd|Avighna Eco Solutions LLP|Aura Alaklies & Chemicals Private Limited|Athena Strategic Consultancy Private Limited|Ashmin Minerals Private Limited|Ashapura Overseas Private Limited|Ashapura Mine Explore Private Limited|Ashapura Infin Private Limited|Ashapura Industrial Finance Limited|Ashapura Exports Private Limited|Aseem Minerals LLP|Arana Designs Solutions LLP|Ambica Logistics Private Limited|Alterra Pavana Private Limited|Ahapura Infraport LLP|Aeonx Digital Technology Ltd|Nishit Pradip Salot|Natasha Anil Doshi|Manan Chetan Shah|Late Navnital Ratanji Shah|Himani Chetan Shah|Fizzah N Shah|Dina Chetan Shah|Chetan Navnitlal Shah|Chaitali Nishit Salot|Ankur Hitendra Shah
ASHOKA,Ashoka Buildcon Limited,INE442H01029,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,ASHOKA BUILDCON LTD,54.48,53.28,53.26,0.0,0.02,0.0,0.0,1.21,0.0,0.0,0.0,False,,,,Ashoka Premises Pvt Ltd|Ashoka Buildwell  Developers Pvt. Ltd.|Ashoka Builders (Nasik) Pvt. Ltd.|Snehal Manjeet Khatri .|Shweta Keyur Modi .|Shobha Parakh|Satish Dhondulal Parakh (Huf)|Satish  Parakh|Sanjay Prabhakar Londhe|Rutuja Rohan Londhe|Rohan Sanjay Londhe .|Padmabai Fakirchand Pophaliya|Lemon Tree Trust - Trustee Satish Dhondulal Parakh|Leelabai Kantilal Hiran|Green Apple Trust - Trustee Satish Dhondulal Parakh|Ayush Ashish Kataria|Astha Ashish Katariya|Ashok Motilal Katariya Huf .|Ashok Motilal Katariya .|Ashmit Ashish Kataria|Ashish Ashok Katariya (Huf) .|Ashish Ashok Kataria .|Asha Ashok Katariya .|Ankita Aditya Parakh .|Anjali Sanjay Londhe|Aditya Satish Parakh .|Aditya Sanjay Londhe
ASIANPAINT,Asian Paints Limited,INE021A01026,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,ASIAN PAINTS LTD,52.63,10.48,9.95,0.0,0.0,0.0,0.0,42.15,0.0,0.0,0.0,False,,,,"Vikatmev Containers Ltd|Upnishad Holdings Private Limited|Unnati Trading and Investments Private Limited|Tru Trading and Investments Pvt Limited|Suptaswar Investments and Trading Company Limited|Sudhanva Investments and Trading Company Private Limited|Stack Pack Limited|Smiti Holding and Trading Company Private Limited|Shubhit Holdings Private Limited|Satyadharma Investments and Trading Company Private Ltd.|Sattva Holding and Trading Private Limited|Sab Ka Mangal Ho Foundation (Ina Ashwin Dani, Malav Ashwin Dani, Percy Dajee, Mehernosh Mehta)|S C Dani Research Foundation Private Limited|Rupen Investment & Industries Private Limited|Rituh Holding and Trading Company Private Limited|Riash Renewable Materials Private Limited|Rayirth Holding and Trading Company Private Limited|RIG Trust (Jalaj Dani, Vita Dani)|PARAM-ARTH CHARITABLE TRUST (Hasit Dani, Shubhlakshmi Dani, Priyadarshini Kanodia)|Nehal Trading and Investments Private Limited|NARADIYA TRUST (Malav Ashwin Dani - Managing Trustee, Ina Ashwin Dani)|Murahar Investments and Trading Company Limited|Mefree LLP|Lyon Investment & Industries Private Limited|Lambodar Investments and Trading Company Limited|Jaldhar Investments and Trading Company Private Limited|Jalaj Trading & Investment Company Private Limited|ISHWARA TRUST (Hasit Dani, Shubhlakshmi Dani)|INAASHWIN TRUST (Ina Dani & Malav Dani-Managing Trustees,Viraf Mehta,Gautam Doshi,Vaishali Sharma)|Hydra Trading Private Limited|Homevilla Yoga Private Limited|Homevilla Charitable Trust (Ina Ashwin Dani, Mahendra Sheth, Percy Jal Dajee, Homi Daruwalla)|Hitech Specialities Solutions Private Limited|Hitech Corporation Limited|Hiren Holdings Private Limited|Haish Holding and Trading Company Private Limited|Geetanjali Trading and Investments Private Limited|Elcid Investments Limited|ELF Trading and Chemical Manufacturing Private Limited|Doli Trading and Investments Private Limited|Dipika Chemicals Private Limited|Dani Finlease Private Limited|Dani Charitable Foundation (Ina Ashwin Dani, Jalaj Dani, Malav Ashwin Dani, Hasit Dani)|DANI FOUNDATION (Jalaj Dani, Vita Dani, Mudit Dani, Smiti Dani)|Cronus Merchandise LLP|Centaurus Trading and Investments Pvt Ltd|Castle Investment & Industries Private Limited|Canes Venatici Trading Private Limited|CRONUS TRUST (Jalaj Dani, Vita Dani)|Avinash Holding and Trading Company Private Limited|Asteroids Trading and Investments Private Limited|Ashwin Ina Charitable Trust (Ina Ashwin Dani, Malav Ashwin Dani, Percy Jal Dajee)|Advaita Charitable Trust (Malav Ashwin Dani, Ina Ashwin Dani, Percy Jal Dajee)|ASHIYANA TRUST (Ina Ashwin Dani - Managing Trustee, Percy Jal Dajee - Trustee)|ACC AP TRUST (Urvashi Ashwin Choksi, Ashish Ashwin Choksi, Rupen Ashwin Choksi)|Malav A Dani|Ina Ashwin Dani|Vivek Abhay Vakil|Vita Jalaj Dani|Vishal Shailesh Choksi|Varun Amar Vakil|Vaibhavi Hiren Gandhi|VAKIL HUF (VARUN AMAR VAKIL)|Urvashi Ashwin Choksi|Smiti Jalaj Dani|Shubhlakshmi Hasit Dani|Satyen Ashwin Gandhi|SHAILESH CHIMANLAL CHOKSI HUF (SHAILESH CHIMANLAL CHOKSI)|Rupen Ashwin Choksi|Rupal Anant Bhat|Rita Mahendra Choksi|Richa Manish Choksi|Rhea Amit Sethi|Rehaan Anant Bhat (Minor)|Ragini Varun Vakil|Priyanka Jigish Choksi|Prafullika Shailesh Choksi|Nysha Rupen Choksi (Minor)|Nyra Varun Vakil (Minor)|Nehal Abhay Vakil|Mudit Jalaj Dani|Meghna Satyen Gandhi|Manish Mahendra Choksi|Mahendra Chimanlal Choksi|MANISH MAHENDRA CHOKSI HUF (MANISH MAHENDRA CHOKSI)|MAHENDRA CHIMANLAL CHOKSI HUF (MAHENDRA CHIMANLAL CHOKSI)|Late Chandanben Chhotalal Shah|Late Asha Subhash Gujarathi|Late Amar Arvind Vakil|Late Abhay Arvind Vakil|Jigish Shailesh Choksi|Jalaj A Dani|JALAJ A DANI HUF (JALAJ ASHWIN DANI)|Ishwara Hasit Dani|Hrishav Varun Vakil (Minor)|Hiren Ashwin Gandhi|Hasit A Dani|HASIT ASHWIN DANI HUF (HASIT ASHWIN DANI)|Gayatri Subhash Gujarathi|Druhi Ashish Choksi|Dipika Amar Vakil|Binita Ashish Choksi|Bhairavi Abhay Vakil|Ashwin Ramanlal Gandhi|Ashish Ashwin Choksi|Aryan Jigish Choksi N/G Jigish Shailesh Choksi (Minor)|Arhaan Anant Bhat|Anay Rupen Choksi|Anant Raghuvir Bhat|Amrita Amar Vakil|Amreen Sethi (Minor)|Ami Manish Choksi|Aashay Ashish Choksi|ASHWIN SURYAKANT DANI HUF (ASHWIN SURYAKANT DANI)|ASHISH ASHWIN CHOKSI HUF (ASHISH ASHWIN CHOKSI)|AMAR ARVIND VAKIL HUF (VARUN AMAR VAKIL)|ABHAY ARVIND VAKIL HUF (VIVEK ABHAY VAKIL)"
ATGL,Adani Total Gas Limited,INE399L01023,owner_confirmed_individual_and_director,OWNER,OWNER,OWNER,"OWNER=[Gautambhai(Adani),Rajeshbhai(Adani),Adani(Adani)]",TP,True,Owner,ADANI TOTAL GAS LTD,74.8,0.06,0.02,0.04,0.0,0.0,0.0,37.38,37.4,37.4,0.0,False,,,,Gautambhai Shantilal Adani and Rajeshbhai Shantilal Adani (on behalf of S. B. Adani Family Trust)|Gautambhai Shantilal Adani and Pritiben Gautambhai Adani (on behalf of Gautam S. Adani Family Trust)|Adani Tradeline Private Limited (formerly Adani Tradeline LLP)|Adani Properties Private Limited|Worldwide Emerging Market Holding Limited|Universal Trade And Investments Limited|TotalEnergies Holdings SAS|Flourishing Trade and Investment Limited|Afro Asia Trade And Investments Limited|Vanshi Rajesh Adani|Rajeshbhai Shantilal Adani|Rahi Rajesh Adani|Gautambhai Shantilal Adani
ATUL,Atul Limited,INE100A01010,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,ATUL LTD,45.22,2.52,2.52,0.0,0.0,0.0,0.0,42.7,0.0,0.0,0.0,False,,,,Swati Siddharth Lalbhai (On behalf of Sunil Lalbhai Employees Trust 1)|Swati Siddharth Lalbhai (On behalf of  Siddharth Family Trust)|Sunil Siddharth Lalbhai (On behalf of Vimla Siddharth Family Trust)|Samvegbhai Arvindbhai Lalbhai (On behalf of Adwait Trust)|Samvegbhai Arvindbhai Lalbhai  (On behalf of Ankush Trust)|Arvind Farms Pvt Ltd|Anusandhan Investments Limited|Akshita Holdings Private Limited|Adhinami Investments Private Limited|Aayojan Resources Private Ltd|Aagam Holdings Private Limited|Aagam Agencies Pvt Ltd|Vimlaben S Lalbhai|Taral S  Lalbhai|Swati S  Lalbhai|Sunil  Siddharth Lalbhai (On behalf of Sunil Siddharth HUF)|Sunil  Siddharth  Lalbhai|Sheth Narottambhai Lalbhai|Saumya Samvegbhai Lalbhai|Sanjaybhai Shrenikbhai Lalbhai (On behalf of Arvindbhai Lalbhai Family Trust)|Samvegbhai Arvindbhai Lalbhai*|Samvegbhai Arvindbhai  (On behalf of Samvegbhai Arvindbhai Lalbhai HUF)|Nishtha   Sunilbhai  Lalbhai|Late Hansaben Niranjanbhai (On behalf of Body of Individuals)|Lalbhai Dalpatbhai Huf|Astha  Lalbhai|Anamikaben Samveghbhai Lalbhai
AUBANK,AU Small Finance Bank Limited,INE949L01017,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,AU SMALL FINANCE BANK LTD,22.79,23.17,21.34,1.8,0.02,0.01,0.0,1.45,0.0,0.0,0.0,False,,,,Mys Holdings Private Limited|Yuvraj Agarwal|Shakuntala Agarwal|Sanjay Agarwal|Mallika Agarwal|Jyoti Agarwal|Uttam  Tibrewal
AUROPHARMA,Aurobindo Pharma Limited,INE406A01037,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,AUROBINDO PHARMA LTD,51.82,15.22,12.15,0.0,0.0,0.0,0.0,36.6,0.0,0.0,0.0,False,,,,"TRIDENT CHEMPHAR LIMITED|RPR SONS ADVISORS PRIVATE LIMITED, MRS.P.SUNEELA RANI (JOINTLY HOLDING)|AXIS CLINICALS LIMITED, TRIDENT CHEMPHAR LIMITED, RPR SONS ADVISORS PVT.LTD. (JOINTLY HOLDING)|AXIS CLINICALS LIMITED|VENKATA RAMPRASAD REDDY PENAKA|SUNEELA RANI PENAKA|PRASADA REDDY KAMBHAM|PENAKA NEHA REDDY|M SUMANTH KUMAR REDDY|M SIVAKUMARAN|KIRTHI REDDY KAMBAM|KAMBAM SPOORTHI|K SURYAPRAKASH REDDY|K RAJESWARI|K NITYANANDA REDDY"
AVALON,Avalon Technologies Limited,INE0LCL01028,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,AVALON TECHNOLOGIES LTD,44.43,32.41,23.01,0.0,0.01,0.0,0.0,5.96,6.06,6.06,0.0,False,,,,Zayed Family Private Trust|Sameer Family Private Trust|Rehaan Family Private Trust|Project Engineering Services|K L Bicha Family Private Trust|Croppico LLP|KBS Family Trust|Dolphin Infotech Inc|Dolphin Family Trust|BBS Family Trust|Kavya Srinivasan|Divya Vivekanandan|Bhavya Srinivasan|Bhaskar Srinivasan|Zayed Bicha|Vivekanandan Sukumara Panicker|Visal V|T P Imbichammad|Shamil Bicha|Santhakumari Vivekanandan|Sameer Bicha|Salim Bicha|Rehaan Bicha|P M Mariyam Bicha|Nazreen Bicha|Leenaz Bicha|Kunhamed  Bicha|Ayesha Rahim|Amina Abdul Samad|Alia Abdul Samad
AVANTIFEED,Avanti Feeds Limited,INE871C01038,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,AVANTI FEEDS LTD,43.23,13.48,13.48,0.0,0.0,0.0,0.0,29.75,0.0,0.0,2.72,False,,,,ANDHRA PRADESH INDUSTRIAL DEVELOPMENT CORPORATION|SRINIVASA CYSTINE PRIVATE LIMITED|SANJEEV AGROVET PRIVATE LIMITED|VENKATA SANJEEV ALLURI|SUDHA VADLAMUDI|RATNA MANIKYAMBA KATNENI|NUTHAKKI RAM PRASAD HUF|N NAGA RATNA|KATNENI UMA MAHESWARA RAO|KATNENI SARATH BABU|JITENDRA PRASAD KATNENI|INDRA KUMAR ALLURI|ARUN KUMAR  CHUKKAPALLI|ALLURI NIKHILESH CHOWDARY|ALLURI INDRA KUMAR HUF
AVL,Aditya Vision Limited,INE679V01027,owner_confirmed_individual_and_director,OWNER,OWNER,UNKNOWN,,TP,True,Owner,ADITYA VISION LTD,47.14,47.14,47.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,YOSHAM VARDHAN|YASHOVARDHAN SINHA HUF|YASHOVARDHAN SINHA|SUNITA SINHA|RASHI VARDHAN|NISHANT PRABHAKAR
BAJAJ-AUTO,Bajaj Auto Limited,INE917I01010,owner_confirmed_individual_and_director,OWNER,OWNER,OWNER,"OWNER=[Bajaj(Bajaj),ARYAN BAJAJ(Bajaj),DEEPA BAJAJ(Bajaj)]",TP,True,Owner,BAJAJ AUTO LTD,54.99,2.76,2.5,0.01,0.0,0.0,5.19,52.24,0.0,0.0,0.0,False,,,,Yamuna Trust|VANRAJ BAJAJ TRUST|THE HINDUSTAN HOUSING COMPANY LIMITED|SUNAINA KEJRIWAL (NIRVAAN TRUST)|SUNAINA  KEJRIWAL (NIRVAAN FAMILY TRUST)|SHEKHAR HOLDINGS PVT LIMITED|SANRAJ NAYAN INVESTMENTS PVT LIMITED|SANKALP RESORTS PVT LIMITED|SANJIVNAYAN BAJAJ HUF|SANJIVNAYAN BAJAJ (SIDDHANT TRUST)|SANJIVNAYAN BAJAJ (SIDDHANT FAMILY TRUST)|SANJIVNAYAN BAJAJ ( SANJALI FAMILY TRUST)|SANJIVNAYAN BAJAJ  (SANJALI TRUST)|SANJIV TRUST|RUPA EQUITIES PVT LIMITED|ROSE REALTORS PVT LIMITED|RISHAB FAMILY TRUST|RDR VENTURES LLP|RAJIVNAYAN BAJAJ HUF|RAJIVNAYAN BAJAJ (RISHAB TRUST)|RAJIV TRUST|RAHUL SECURITIES PVT LIMITED|NIRAV TRUST|NIRAJ HOLDINGS PVT LIMITED|NIRAJ BAJAJ (NIRAVNAYAN TRUST)|NIRAJ BAJAJ (NIRAVNAYAN BAJAJ FAMILY TRUST)|NIRAJ BAJAJ (DEEPA TRUST)|NIMISHA JAIPURIA (NIMISHA JAIPURIA FAMILY TRUST)|NEELIMA  BAJAJ SWAMY (NEELIMA  BAJAJ SWAMY FAMILY TRUST)|MINAL NIRAJ BAJAJ (KRITI BAJAJ FAMILY TRUST)|MANISH KEJRIWAL (ARYAMAN FAMILY TRUST)|MAHARASHTRA SCOOTERS LIMITED|MADHUR SECURITIES PVT LIMITED|MADHUR BAJAJ (NIMISHA BAJAJ FAMILY TRUST)|MADHUR BAJAJ ( KUMUD NIMISHA FAMILY TRUST)|MADHUR BAJAJ ( KUMUD NEELIMA FAMILY TRUST)|KUMUD BAJAJ (MADHUR NIMISHA FAMILY TRUST)|KUMUD BAJAJ (MADHUR NEELIMA FAMILY TRUST)|KUMUD  BAJAJ (NEELIMA BAJAJ FAMILY TRUST)|KAMALNAYAN INVESTMENT & TRADING PVT LIMITED|JAMNALAL SONS PVT LIMITED|INDEF MANUFACTURING LIMITED|HIND MUSAFIR AGENCY LIMITED|HERCULES IINVESTMENTS LIMITED (Formerly Known as Hercules Hoists Limited )|GEETIKA SHEKHAR BAJAJ TRUST|EMERALD ACRES PVT LIMITED|BARODA INDUSTRIES PVT LIMITED|BAJAJ VITALITY PVT LIMITED|BAJAJ TRADING COMPANY|BAJAJ SEVASHRAM PVT LIMITED|BAJAJ LIFE INSURANCE LIMITED ( Formely Known as Bajaj Allianz Life Insurance Company Limited)|BAJAJ INTERNATIONAL PVT LIMITED|BAJAJ HOLDINGS AND INVESTMENT LIMITED|BAJAJ FINSERV LIMITED|BAJAJ FINANCE LIMITED|BAJAJ AUTO HOLDINGS LIMITED|BACHHRAJ FACTORIES PVT LIMITED|BACHHRAJ AND COMPANY PVT LIMITED|ARYAN NAYAN REALTY LLP|ARYAMAN TRUST|ANANT BAJAJ TRUST|KRITI BAJAJ|ARYAMAN KEJRIWAL|VIHAAN JAIPURIA|VANRAJ BAJAJ|SUMAN JAIN|SIDDHANTNAYAN BAJAJ|SHEKHAR BAJAJ|SHEFALI BAJAJ|SHEETAL BAJAJ|SANJIVNAYAN BAJAJ|SANJALI BAJAJ|RISHABNAYAN BAJAJ|RAJIVNAYAN BAJAJ|POOJA BAJAJ|NIRVAAN KEJRIWAL|NIRAVNAYAN BAJAJ|NIRAJ BAJAJ|NIMISHA JAIPURIA|NEELIMA BAJAJ SWAMY|MINAL BAJAJ|MANISH KEJRIWAL|KUMUD BAJAJ|KIRAN BAJAJ|GEETIKA BAJAJ|DEEPA BAJAJ|ARYAN BAJAJ|AARAV SWAMY
